tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2018-05-16,2095,CAPITAL FEDERAL Nº 095,Ciudad Autónoma de Buenos Aires,Importado,2018,80,PICK-UP CABINA SIMPLE,C54,LIFAN,041,FOISON BOX (CARROZADA),1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1965,ARGENTINA,100,02,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2010-03-16,4001,ALTA GRACIA Nº 1,Córdoba,Protocolo 21,2010,05,SEDAN 5 PTAS,044,FIAT,653,IDEA ADVENTURE 1.8 8V,1,Privado,Física,ANISACATE,CORDOBA,No identificado,1981,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2006-04-28,4007,CORDOBA Nº 03,Córdoba,Protocolo 21,2006,04,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1971,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2021-04-26,4014,HERNANDO,Córdoba,Nacional,2021,20,PICK-UP,53,VOLKSWAGEN,7Y,AMAROK DC 2.0L TDI 180CV COMFORTLINE 4X2 MAN EU5,1,Privado,Física,PAMPAYASTA SUD,CORDOBA,Masculino,1953,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1996-09-17,4036,LAS VARILLAS,Córdoba,Nacional,1996,11,SEDAN 2 PTAS,17,FIAT,66,VIVACE,1,Privado,Física,LAS VARILLAS,CORDOBA,Femenino,1960,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2008-05-08,4038,CORDOBA Nº 07,Córdoba,Protocolo 21,2008,02,SEDAN 4 PTAS,055,HONDA,B30,CIVIC LXS,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1986,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2013-09-26,4044,CORDOBA Nº 11,Córdoba,Protocolo 21,2013,04,RURAL 5 PUERTAS,112,RENAULT,932,DUSTER LUXE 2.0 4X2 NAV,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1968,ARGENTINA,50,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2019-01-07,4045,CORDOBA Nº 12,Córdoba,Protocolo 21,2019,05,SEDAN 5 PUERTAS,102,NISSAN,711,MARCH SENSE PURE DRIVE F2,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1994,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1985-01-16,4051,SAN FRANCISCO Nº 2,Córdoba,Nacional,1985,12,SEDAN 4 PUERTAS,34,PEUGEOT,03,504GRII TC,1,Privado,Física,SAN FRANCISCO,CORDOBA,Femenino,1981,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2010-11-24,4053,CORDOBA Nº 13,Córdoba,Importado,2010,02,SEDAN 4 PTAS,092,MERCEDES BENZ,974,C200 CGI BLUE EFFICIENCY,1,Privado,Física,CORDOBA CAPITAL,CORDOBA,Masculino,1950,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2018-09-19,4054,MARCOS JUAREZ Nº 2,Córdoba,Nacional,2018,12,SEDAN 4 PUERTAS,34,PEUGEOT,NM,408 ALLURE 1.6,1,Privado,Física,CRUZ ALTA,CORDOBA,Masculino,1979,ARGENTINA,50,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2009-11-30,4055,CORDOBA Nº 14,Córdoba,Protocolo 21,2009,05,SEDAN 5 PTAS,055,HONDA,A18,FIT LX-L,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1990,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2012-05-28,4060,CORDOBA Nº 17,Córdoba,Nacional,2012,12,SEDAN 4 PTAS,17,FIAT,AS,SIENA FIRE 4P 1.4MPI 8V HP BZ,1,Privado,Física,ARGUELLO,CORDOBA,Femenino,1986,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2010-12-21,4060,CORDOBA Nº 17,Córdoba,Protocolo 21,2010,05,SEDAN 5 PUERTAS,044,FIAT,723,IDEA ADVENTURE 1.6 16V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1978,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2016-03-08,4066,RIO CUARTO Nº 3,Córdoba,Protocolo 21,2016,02,SEDAN 4 PUERTAS,130,TOYOTA,858,ETIOS XLS 1.5 M/T,1,Privado,Física,RÍO CUARTO,CORDOBA,Femenino,1979,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2014-03-13,4067,ALTA GRACIA Nº 2,Córdoba,Nacional,2014,17,SEDAN 5 PUERTAS,37,RENAULT,ZC,CLIO MIO 5P GT LINE,1,Privado,Física,DESPEÑADEROS,CORDOBA,Femenino,1967,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/EXPORT. DEFINITIVA,2025-08-05,1975-05-20,4090,CORDOBA Nº 26,Córdoba,Nacional,1975,,COUPE 2 PUERTAS,41,TORINO,04,TORINO TS,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1992,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1996-10-28,4090,CORDOBA Nº 26,Córdoba,Nacional,1996,12,SEDAN 4 PTAS,17,FIAT,09,DUNA CSD/96,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1983,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2015-09-23,5009,ITUZAINGO Nº 1,Corrientes,Importado,2014,02,SEDAN 4 PUERTAS,018,BMW,078,328 I,1,Privado,Física,ITUZAINGÓ,CORRIENTES,Masculino,1967,ARGENTINA,100,18,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2011-12-29,5013,CORRIENTES Nº 3,Corrientes,Nacional,2011,18,SEDAN 3 PUERTAS,34,PEUGEOT,JH,207 COMPACT XT 1.6 3P,1,Privado,Física,CORRIENTES,CORRIENTES,Masculino,1971,ARGENTINA,100,18,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2015-07-03,5017,ITUZAINGO Nº 2,Corrientes,Nacional,2015,17,SEDAN 5 PUERTAS,34,PEUGEOT,MC,207 COMPACT ALLURE 1.4 HDI 5P,1,Privado,Física,SAN CARLOS,CORRIENTES,Femenino,1964,ARGENTINA,100,18,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2015-10-09,6007,RESISTENCIA Nº 1,Chaco,Importado,2015,04,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Física,RESISTENCIA,CHACO,Masculino,1985,ARGENTINA,100,22,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2007-03-13,7005,COMODORO RIVADAVIA Nº 2,Chubut,Nacional,2007,17,SEDAN 5 PTAS,08,CHEVROLET,BC,CORSA CLASSIC SW BASE+AC 1.6N,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Femenino,1997,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2006-05-23,7011,COMODORO RIVADAVIA Nº 4,Chubut,Nacional,2006,18,SEDAN 3 PTAS,08,CHEVROLET,AM,CORSA CLASSIC 3P BASE 1.6N,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Masculino,1992,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2007-11-29,7012,COMODORO RIVADAVIA Nº 5,Chubut,Nacional,2007,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Masculino,1970,ARGENTINA,100,26,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2017-07-04,7013,TRELEW Nº 3,Chubut,Nacional,2017,22,FURGON,37,RENAULT,2Z,KANGOO PH3 CONFORT PACK 1.6 5 ASIENTOS 2P,1,Privado,Física,TRELEW,CHUBUT,Femenino,1963,CHILE,100,26,208
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2014-07-08,7014,COMODORO RIVADAVIA Nº 6,Chubut,Protocolo 21,2014,82,PICK-UP CABINA DOBLE,024,CHEVROLET,583,S10 2.8TD 4X4 LT,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Masculino,1961,ARGENTINA,100,26,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2003-06-25,8001,BASAVILBASO,Entre Ríos,Nacional,2003,17,SEDAN 5 PTAS,34,PEUGEOT,CR,206 XRD PREMIUM 5P,1,Privado,Física,VILLA MANTERO,ENTRE RIOS,Masculino,1996,ARGENTINA,100,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1980-12-10,8005,CHAJARI,Entre Ríos,Nacional,1980,12,SIN ESPECIFICACION,17,FIAT,36,128 C/1980,1,Privado,Física,CHAJARI,ENTRE RIOS,Masculino,1990,ARGENTINA,100,30,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2014-08-19,8012,ROSARIO DEL TALA,Entre Ríos,Protocolo 21,2014,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Física,ROSARIO DEL TALA,ENTRE RIOS,Masculino,1979,ARGENTINA,100,30,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2013-11-11,8015,VILLAGUAY,Entre Ríos,Nacional,2013,17,SEDAN 5 PUERTAS,08,CHEVROLET,DT,AGILE LS 5P 1.4N,1,Privado,Física,COLONIA EGIDO NORTE,ENTRE RIOS,Masculino,1985,ARGENTINA,100,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2004-01-23,8024,PARANA Nº 3,Entre Ríos,Nacional,2004,17,SEDAN 5 PUERTAS,34,PEUGEOT,CJ,206 XR CONFORT 1.4 5P,1,Privado,Física,PARANA,ENTRE RIOS,No identificado,1995,ARGENTINA,100,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1994-01-05,8024,PARANA Nº 3,Entre Ríos,Importado,1994,,COMBI II 5 PUERTAS,,MERCDES BENZ,,MB 180D,1,Privado,Física,PARANA,ENTRE RIOS,Masculino,1973,ARGENTINA,50,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-03-06,8029,PARANA Nº 6,Entre Ríos,Nacional,2000,17,SEDAN 5 PTAS,37,RENAULT,EX,MEGANE RT TD BIC ABS F2,1,Privado,Física,COLONIA AVELLANEDA,ENTRE RIOS,Masculino,1996,ARGENTINA,100,30,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2021-10-22,9003,FORMOSA Nº 1,Formosa,Protocolo 21,2021,92,TRACTOR C/CABINA DORMITORIO,120,SCANIA,474,G410 A6X2,1,Privado,Jurídica,FORMOSA,FORMOSA,No aplica,2021,No aplica,100,34,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2018-06-18,11002,GENERAL PICO Nº 1,La Pampa,Importado,2018,02,SEDAN 4 PUERTAS,092,MERCEDES BENZ,C78,MERCEDES-AMG E 63 S,1,Privado,Jurídica,GENERAL PICO,LA PAMPA,No aplica,1981,No aplica,100,42,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2006-09-14,13013,MENDOZA Nº 07,Mendoza,Protocolo 21,2006,02,SEDAN 4 PTAS,130,TOYOTA,470,COROLLA 1.8 XE I,1,Privado,Física,GOBERNADOR BENEGAS,MENDOZA,Masculino,1988,ARGENTINA,100,50,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2019-11-05,13014,MENDOZA Nº 08,Mendoza,Nacional,2019,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,EL CHALLAO,MENDOZA,Femenino,1968,ARGENTINA,100,50,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2012-01-05,13021,MENDOZA Nº 13,Mendoza,Protocolo 21,2012,55,UTILITARIO,044,FIAT,589,UNO VAN FIRE MPI 8V,1,Privado,Física,GDOR. BENEGAS,MENDOZA,Masculino,1980,ARGENTINA,100,50,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2021-10-21,13030,MENDOZA Nº 18,Mendoza,Nacional,2021,31,SEMIRREMOLQUE,08,MALDONADO,16,SEMIRREMOLQUE 3 EJES AUTODIRECCIONAL,1,Privado,Jurídica,VILLA NUEVA,MENDOZA,No aplica,2021,No aplica,100,50,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2014-02-14,13034,GODOY CRUZ,Mendoza,Nacional,2014,18,SEDAN 3 PUERTAS,37,RENAULT,ZT,CLIO MIO 3P CONFORT PLUS ABS ABCP,1,Privado,Física,VILLA NUEVA,MENDOZA,Femenino,1993,ARGENTINA,100,50,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2024-08-14,14003,OBERA Nº 1,Misiones,Nacional,2024,22,FURGON,34,PEUGEOT,SJ,PARTNER CONFORT 1.6 HDI 92 AM22.5,1,Privado,Física,LEANDRO N. ALEM,MISIONES,Femenino,1970,ARGENTINA,100,54,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1998-02-19,14011,PUERTO IGUAZU,Misiones,Protocolo 21,1998,30,FURGONETA,112,RENAULT,147,EXPRESS RN,1,Privado,Física,BERNARDO DE IRIGOYEN,MISIONES,No identificado,1965,No identificado,100,54,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2015-06-05,15001,NEUQUEN Nº 1,Neuquén,Protocolo 21,2015,05,SEDAN 5 PUERTAS,044,FIAT,725,UNO 1.4 8V,1,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1984,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2019-12-23,15001,NEUQUEN Nº 1,Neuquén,Protocolo 21,2019,05,SEDAN 5 PUERTAS,044,FIAT,849,MOBI 1.0 8V EASY,1,Privado,Física,NEUQUEN,NEUQUEN,No identificado,1984,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2013-09-30,15005,CUTRAL-CO,Neuquén,Protocolo 21,2013,04,RURAL 5 PUERTAS,044,FIAT,794,PALIO WEEKEND TREKKING 1.4 8V,1,Privado,Física,CUTRAL-CO,NEUQUEN,Masculino,1993,ARGENTINA,100,58,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1996-03-20,15007,NEUQUEN Nº 4,Neuquén,Importado,1996,13,FURGON,112,RENAULT,147,EXPRESS RN,1,Privado,Física,NEUQUEN CAPITAL,NEUQUEN,Masculino,1951,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2016-04-05,15013,PLOTTIER Nº 2,Neuquén,Nacional,2016,17,SEDAN 5 PUERTAS,34,PEUGEOT,NF,308 ACTIVE 1.6,1,Privado,Física,SENILLOSA,NEUQUEN,Masculino,1969,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2007-08-23,15015,NEUQUEN Nº 6,Neuquén,Protocolo 21,2007,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1947,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2016-10-12,16001,CIPOLLETTI Nº 1,Río Negro,Importado,2016,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,515,THE BEETLE 1.4 TSI DESIGN DQ,1,Privado,Física,CIPOLLETTI,RIO NEGRO,Masculino,1959,ARGENTINA,50,62,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1980-03-10,16017,CINCO SALTOS,Río Negro,Importado,1980,,SEDAN 4 PTAS,02,CITROEN,,VISA CLUB,1,Privado,Física,CINCO SALTOS-DPTO. GRAL. ROCA-,RIO NEGRO,Masculino,1981,ARGENTINA,100,62,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1985-03-05,16017,CINCO SALTOS,Río Negro,Nacional,1985,12,SEDAN 4 PUERTAS,34,PEUGEOT,03,504 GRTN,1,Privado,Física,CINCO SALTOS,RIO NEGRO,Masculino,1982,ARGENTINA,100,62,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2018-04-05,18003,SAN JUAN Nº 3,San Juan,Protocolo 21,2018,05,SEDAN 5 PUERTAS,102,NISSAN,711,MARCH SENSE PURE DRIVE F2,1,Privado,Física,DESAMPARADOS,SAN JUAN,Femenino,1987,ARGENTINA,100,70,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2014-02-11,19004,TILISARAO,San Luis,Nacional,2014,12,SEDAN 4 PUERTAS,19,FORD,WZ,FOCUS 4P 1.6L N MT S,1,Privado,Física,VILLA LARCA,SAN LUIS,Masculino,1992,ARGENTINA,100,74,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2022-10-20,20002,RIO GALLEGOS Nº 1,Santa Cruz,Nacional,2022,20,PICK-UP,19,FORD,ZL,RANGER DC 4X4 XL 2.2L D,1,Privado,Jurídica,RIO GALLEGOS,SANTA CRUZ,No aplica,2005,No aplica,100,78,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2004-01-14,20005,PUERTO SANTA CRUZ,Santa Cruz,Protocolo 21,2004,04,RURAL 5 PTAS,047,FORD,595,ECOSPORT 2.0 L 4X2 XLT,1,Privado,Física,CMTE LUIS PIEDRA BUENA,SANTA CRUZ,Masculino,1978,BOLIVIA,100,78,202
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2017-04-21,20008,RIO GALLEGOS Nº 2,Santa Cruz,Importado,2017,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,547,GOLF 2.0L GTI,1,Privado,Jurídica,RIO GALLEGOS,SANTA CRUZ,No aplica,2014,No aplica,100,78,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2010-08-13,21012,RECONQUISTA Nº 1,Santa Fe,Protocolo 21,2010,15,TRANSP. DE PASAJEROS,120,SCANIA,163,K380 B6X2,1,Privado,Jurídica,RECONQUISTA,SANTA FE,No aplica,1981,No aplica,100,82,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2011-01-24,21012,RECONQUISTA Nº 1,Santa Fe,Protocolo 21,2011,15,TRANSP. DE PASAJEROS,120,SCANIA,163,K380 B6X2,1,Privado,Jurídica,RECONQUISTA (GRAL. OBLIGADO),SANTA FE,No aplica,1981,No aplica,100,82,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2019-05-03,21022,SAN LORENZO Nº 1,Santa Fe,Nacional,2019,22,FURGON,37,RENAULT,3D,KANGOO II EXPRESS CONFORT 5A 1.5 DCI,0,Oficial,Jurídica,SAN LORENZO,SANTA FE,No aplica,1960,No aplica,100,82,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2010-03-15,21022,SAN LORENZO Nº 1,Santa Fe,Protocolo 21,2010,80,PICK-UP CABINA SIMPL,136,VOLKSWAGEN,307,SAVEIRO 1.6,1,Privado,Física,SAN LORENZO,SANTA FE,Masculino,1986,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2007-04-03,21037,SAN GENARO,Santa Fe,Protocolo 21,2007,02,SEDAN 4 PTAS,024,CHEVROLET,357,ASTRA GL 2.0,1,Privado,Física,TOTORAS,SANTA FE,Masculino,1964,ARGENTINA,50,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2018-01-31,21039,ROSARIO Nº 06,Santa Fe,Protocolo 21,2018,04,RURAL 5 PUERTAS,112,RENAULT,A61,CAPTUR INTENS 2.0,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1972,ARGENTINA,100,82,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2010-01-06,21053,SAN LORENZO Nº 3,Santa Fe,Protocolo 21,2010,02,SEDAN 4 PTAS,112,RENAULT,652,LOGAN 1.6 8V BASE,1,Privado,Física,ROLDAN,SANTA FE,Masculino,1992,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2010-09-10,21057,ROSARIO Nº 14,Santa Fe,Protocolo 21,2010,05,SEDAN 5 PTAS,044,FIAT,681,PUNTO ELX 1.3 JTD,1,Privado,Física,FUNES,SANTA FE,Masculino,1986,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2014-07-15,21057,ROSARIO Nº 14,Santa Fe,Protocolo 21,2014,05,SEDAN 5 PUERTAS,027,CITROEN,305,C3 PICASSO 1.6 VTI 115 TENDANCE,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1972,ARGENTINA,100,82,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1982-09-14,21066,SANTA FE Nº 6,Santa Fe,Nacional,1982,12,SEDAN 4 PTAS,34,PEUGEOT,12,505 SR,1,Privado,Física,SANTA FE,SANTA FE,No identificado,1984,No identificado,100,82,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2005-11-10,21068,ROSARIO Nº 17,Santa Fe,Protocolo 21,2005,05,SEDAN 5 PTAS,047,FORD,583,FIESTA AMBIENTE 5P-2005,1,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,Masculino,1985,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2003-06-24,21071,SANTO TOME,Santa Fe,Protocolo 21,2003,02,SEDAN 4 PTAS,044,FIAT,558,SIENA EX FIRE 16V,1,Privado,Física,SANTO TOMÉ,SANTA FE,Masculino,1976,ARGENTINA,100,82,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2010-04-12,22005,TINTINA,Santiago del Estero,Importado,2010,82,PICK-UP CABINA DOBLE,158,DODGE,109,RAM 2500 SLT 4X4 TD HEAVY DUTY,1,Privado,Física,ALOMO - QUIMILÍ,SGO.DEL ESTERO,No identificado,1961,ARGENTINA,100,86,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-10-13,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,20,20,SIN ESPECIFICACION,19,FORD,KG,RANGER XL C/C 4X2 D,0,Oficial,Jurídica,SGO. DEL ESTERO.-,SGO.DEL ESTERO,No aplica,1952,No aplica,100,86,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-07-24,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,20,20,SIN ESPECIFICACION,19,FORD,KG,RANGER XL C/C 4X2 D,0,Oficial,Jurídica,SGO. DEL ESTERO.-,SGO.DEL ESTERO,No aplica,1952,No aplica,100,86,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-07-24,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,20,20,SIN ESPECIFICACION,19,FORD,KG,RANGER XL C/C 4X2 D,0,Oficial,Jurídica,SGO. DEL ESTERO.-,SGO.DEL ESTERO,No aplica,1952,No aplica,100,86,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-07-24,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,20,20,SIN ESPECIFICACION,19,FORD,KG,RANGER XL C/C 4X2 D,0,Oficial,Jurídica,SGO DEL ESTERO.-,SGO.DEL ESTERO,No aplica,1952,No aplica,100,86,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2000-07-24,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,20,19,SIN ESPECIFICACION,19,FORD,JD,ESCORT LX 1.8 5P D,0,Oficial,Jurídica,SGO. DEL ESTERO.-,SGO.DEL ESTERO,No aplica,1952,No aplica,100,86,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2011-01-20,23004,TUCUMAN Nº 3,Tucumán,Nacional,2011,17,SEDAN 5 PUERTAS,34,PEUGEOT,JW,206 GENERATION,1,Privado,Física,TAFI VIEJO,TUCUMAN,Masculino,1995,ARGENTINA,100,90,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-05,2023-10-11,23008,TUCUMAN Nº 7,Tucumán,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,SAN MIGUEL DE TUCUMAN,TUCUMAN,Masculino,1984,ARGENTINA,100,90,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,2010-03-30,24002,USHUAIA Nº 1,Tierra del Fuego,Nacional,2010,12,SEDAN 4 PTAS,08,CHEVROLET,CK,CORSA CLASSIC 4 PTAS GLS 1.4N,1,Privado,Física,USHUAIA,T.DEL FUEGO,Masculino,2000,ARGENTINA,100,94,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-05,1972-07-18,24007,RIO GRANDE Nº 4,Tierra del Fuego,Nacional,1972,12,SIN ESPECIFICACION,37,RENAULT,03,4 S/1972,1,Privado,Física,RIO GRANDE TIERRA DEL FUEGO,T.DEL FUEGO,No identificado,1963,No identificado,100,94,
