tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2012-10-19,2029,CAPITAL FEDERAL Nº 029,Ciudad Autónoma de Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1984,PARAGUAY,100,02,221
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2008-05-27,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987,PARAGUAY,100,02,221
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2016-10-25,2048,CAPITAL FEDERAL Nº 048,Ciudad Autónoma de Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,37,RENAULT,2B,CLIO MIO 5P CONFORT PACK SAT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1992,ARGENTINA,100,02,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2010-02-16,2064,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PTAS,024,CHEVROLET,388,MERIVA GLS 1.8 SOHC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1957,ARGENTINA,50,02,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2012-01-27,2064,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Buenos Aires,Protocolo 21,2012,22,SEDAN 3 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1990,ARGENTINA,100,02,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2014-11-25,2067,CAPITAL FEDERAL Nº 067,Ciudad Autónoma de Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,024,CHEVROLET,657,CELTA ADVANTAGE AA+DIR,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1991,ARGENTINA,100,02,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2020-02-04,2070,CAPITAL FEDERAL Nº 070,Ciudad Autónoma de Buenos Aires,Protocolo 21,2020,04,RURAL 5 PUERTAS,151,JEEP,092,RENEGADE 1.8L SPORT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1957,ARGENTINA,100,02,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2007-12-14,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,2007,12,SEDAN 4 PTAS,08,CHEVROLET,BH,CORSA II 4 P GL AA+D,0,Oficial,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2013-06-03,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,,12,SEDAN 4 PUERTAS,19,FORD,VD,FOCUSEXE TREND 2.0L NAFTA,0,Oficial,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2013-10-10,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,19,FORD,VD,FOCUSEXE TREND 2.0L NAFTA,0,Oficial,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2013-09-13,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,19,FORD,VD,FOCUSEXE TREND 2.0L NAFTA,0,Oficial,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2010-06-03,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PTAS,024,CHEVROLET,453,CORSA II 1.8L 4P GL AA+DIR GAS,0,Oficial,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2010,No aplica,100,02,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2024-07-12,2099,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Buenos Aires,Nacional,2024,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,8Y,TAOS HIGHLINE BI TONO 250 TSI AT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1969,ARGENTINA,100,02,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2004-10-29,3001,ANDALGALA,Catamarca,Nacional,2004,22,FURGON 600,34,PEUGEOT,DP,PARTNER FURGON 1.4 N CONFORT,1,Privado,Física,BELÉN,CATAMARCA,Masculino,1977,ARGENTINA,100,10,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2011-07-15,3002,CATAMARCA Nº 1,Catamarca,Nacional,2011,12,SEDAN 4 PTAS,34,PEUGEOT,KZ,408 ALLURE+ TIPTRONIC 2.0N,1,Privado,Física,SAN FERNANDO DEL VALLE DE CATAMARCA,CATAMARCA,Masculino,1993,ARGENTINA,100,10,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2011-02-15,4005,CORDOBA Nº 01,Córdoba,Nacional,2011,18,SEDAN 3 PTAS,08,CHEVROLET,CY,CLASSIC 3 PTAS CITY LS+AA 1.4N,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1970,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2014-04-22,4008,CORDOBA Nº 04,Córdoba,Nacional,2014,12,SEDAN 4 PUERTAS,07,CITROEN,BK,C4 LOUNGE 1.6 HDI EXCLUSIVE,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1956,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2012-08-14,4018,LABOULAYE,Córdoba,Protocolo 21,2012,92,TRACTOR C/CABINA DOR,092,MERCEDES BENZ,759,LS-1634,1,Privado,Física,GENERAL LEVALLE,CORDOBA,No identificado,1979,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2009-09-04,4024,OLIVA,Córdoba,Nacional,2009,17,SEDAN 5 PTAS,34,PEUGEOT,JL,207 COMPACT XR 1.4 5P,1,Privado,Física,OLIVA,CORDOBA,Femenino,1968,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2011-05-31,4029,SAN FRANCISCO Nº 1,Córdoba,Protocolo 21,2011,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,SAN FRANCISCO,CORDOBA,Masculino,2002,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2009-11-24,4042,CORDOBA Nº 10,Córdoba,Nacional,2009,17,SEDAN 5 PUERTAS,34,PEUGEOT,JL,207 COMPACT XR 1.4 5P,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1944,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2011-01-17,4044,CORDOBA Nº 11,Córdoba,Protocolo 21,2011,05,SEDAN 5 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1974,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2006-06-16,4044,CORDOBA Nº 11,Córdoba,Protocolo 21,2006,04,RURAL 5 PUERTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1962,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2005-05-11,4049,RIO TERCERO Nº 3,Córdoba,Protocolo 21,2005,28,TRACTOR DE CARRETERA,120,SCANIA,141,R114GA,1,Privado,Física,RIO TERCERO,CORDOBA,Masculino,1985,ARGENTINA,50,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1993-04-06,4054,MARCOS JUAREZ Nº 2,Córdoba,Nacional,1993,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA,1,Privado,Física,MARCOS JUAREZ,CORDOBA,Masculino,1996,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2013-09-26,4057,VILLA MARIA Nº 3,Córdoba,Protocolo 21,2013,05,SEDAN 5 PTAS,136,VOLKSWAGEN,463,GOL 1.4 L,1,Privado,Física,VILLA NUEVA,CORDOBA,Masculino,1997,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2000-04-10,4063,CORDOBA Nº 20,Córdoba,Importado,2000,11,PICK UP,044,FIAT,485,STRADA EX 1.7 TD,1,Privado,Jurídica,CAPITAL Bº ARGUELLO,CORDOBA,No aplica,1992,No aplica,100,14,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2005-03-16,4071,VILLA CARLOS PAZ Nº 2,Córdoba,Protocolo 21,2005,11,PICK UP,102,NISSAN,362,FRONTIER 4X2 SE 2.8TD (CAB. DOBLE),1,Privado,Física,VA. CARLOS PAZ - PUNILLA -,CORDOBA,No identificado,1984,No identificado,100,14,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2018-01-03,4071,VILLA CARLOS PAZ Nº 2,Córdoba,Protocolo 21,2018,02,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,1,Privado,Física,VILLA CARLOS PAZ,CORDOBA,Femenino,1996,ARGENTINA,100,14,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2006-12-12,4071,VILLA CARLOS PAZ Nº 2,Córdoba,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,FV,206 PREMIUM 1.9D 5P,1,Privado,Física,SAN ANTONIO DE ARREDONDO,CORDOBA,Masculino,1974,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2012-03-22,4082,VILLA ALLENDE Nº 2,Córdoba,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,JP,207 COMPACT XT 1.6 5P,1,Privado,Física,VILLA ALLENDE,CORDOBA,No identificado,2005,ARGENTINA,100,14,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2009-12-22,5014,CORRIENTES Nº 4,Corrientes,Protocolo 21,2009,02,SEDAN 4 PUERTAS,024,CHEVROLET,453,CORSA II 1.8L 4P GL AA+DIR GAS,1,Privado,Jurídica,CAPITAL,CORRIENTES,No aplica,1993,No aplica,100,18,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2023-05-17,6003,JUAN JOSE CASTELLI,Chaco,Nacional,2023,20,PICK-UP,53,VOLKSWAGEN,8W,AMAROK COMFORTLINE 4X4 AUT V6 3.0L 258 CV,1,Privado,Jurídica,JUAN JOSE CASTELLI,CHACO,No aplica,2021,No aplica,100,22,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2024-07-30,6003,JUAN JOSE CASTELLI,Chaco,Nacional,2024,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,JUAN JOSE CASTELLI,CHACO,No aplica,1994,No aplica,100,22,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2007-02-14,7003,RAWSON,Chubut,Protocolo 21,2007,05,SEDAN 5 PTAS,044,FIAT,587,PALIO FIRE 1242 MPI 16V,1,Privado,Física,RAWSON,CHUBUT,Masculino,1975,ARGENTINA,100,26,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2013-07-18,7005,COMODORO RIVADAVIA Nº 2,Chubut,Importado,2013,05,SEDAN 5 PTAS,047,FORD,908,FIESTA KINETIC DESIGN TITANIUM,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Femenino,1984,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2023-02-15,7009,COMODORO RIVADAVIA Nº 3,Chubut,Nacional,2023,17,SEDAN 5 PUERTAS,34,PEUGEOT,SR,208 ACTIVE PACK 1.6L AM23.5,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Masculino,1981,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2013-02-07,7011,COMODORO RIVADAVIA Nº 4,Chubut,Nacional,2013,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Femenino,1967,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2007-10-19,7015,ESQUEL Nº 2,Chubut,Nacional,2007,31,SEMIRREMOLQUE,DN,RANDON,07,SR.CG.02+01,1,Privado,Física,LAGO PUELO,CHUBUT,No identificado,1973,ARGENTINA,100,26,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1994-02-09,8002,COLON Nº 1,Entre Ríos,Nacional,1994,12,SEDAN 4 PTAS,34,PEUGEOT,06,504 XSD TF    /1994,1,Privado,Física,SAN JOSE,ENTRE RIOS,Femenino,1984,ARGENTINA,100,30,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2021-03-09,8007,GUALEGUAY Nº 1,Entre Ríos,Protocolo 21,2021,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,670,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1,Privado,Física,GUALEGUAY,ENTRE RIOS,Femenino,1969,ARGENTINA,50,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2007-10-16,8008,GUALEGUAYCHU Nº 1,Entre Ríos,Nacional,2007,22,FURGON,37,RENAULT,TE,KANGOO EXP CONFORT 1.9 AA,1,Privado,Física,URDINARRAIN,ENTRE RIOS,Masculino,1973,ARGENTINA,100,30,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2014-01-17,8021,CONCORDIA Nº 2,Entre Ríos,Protocolo 21,2014,82,PICK-UP CABINA DOBLE,024,CHEVROLET,579,S10 2.8TD 4X2 LS,1,Privado,Física,CONCORDIA,ENTRE RIOS,Femenino,1984,ARGENTINA,100,30,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1993-10-13,11002,GENERAL PICO Nº 1,La Pampa,Protocolo 21,1993,,SEDAN 4 PTAS,02,FORD,,GALAXY 2.0L GHIA,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1991,ARGENTINA,100,42,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2012-02-16,11008,SANTA ROSA Nº 2,La Pampa,Protocolo 21,2012,02,SEDAN 4 PTAS,130,TOYOTA,702,COROLLA XLI 1.8 M/T,1,Privado,Física,SANTA ROSA,LA PAMPA,Masculino,1988,ARGENTINA,100,42,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1992-05-08,12003,LA RIOJA Nº 1,La Rioja,Protocolo 21,1992,00,CAMIONETA,024,CHEVROLET,215,C-20 LUXE,1,Privado,Física,LA RIOJA,LA RIOJA,Masculino,1975,ARGENTINA,100,46,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1986-01-27,12004,LA RIOJA Nº 2,La Rioja,Nacional,1986,11,SEDAN 2 PUERTAS,17,FIAT,50,147 SPAZIO CL,1,Privado,Física,LA RIOJA,LA RIOJA,Femenino,1984,ARGENTINA,100,46,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2012-03-30,13003,GENERAL SAN MARTIN Nº 1,Mendoza,Protocolo 21,2012,02,SEDAN 4 PTAS,047,FORD,766,FIESTA MAX 1.6 AMBIENTE PLUS MP3,1,Privado,Física,SAN MARTIN,MENDOZA,Femenino,1963,ARGENTINA,100,50,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2012-03-07,13005,TUNUYAN,Mendoza,Protocolo 21,2012,05,SEDAN 5 PTAS,044,FIAT,725,UNO 1.4 8V,1,Privado,Física,TUNUYAN,MENDOZA,Femenino,1973,ARGENTINA,100,50,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2006-07-27,13006,GENERAL ALVEAR,Mendoza,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,FZ,206 PREMIUM 1.6 5P,1,Privado,Física,ALVEAR OESTE,MENDOZA,No identificado,1971,ARGENTINA,100,50,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1998-04-01,13014,MENDOZA Nº 08,Mendoza,Importado,1998,17,SIN ESPECIFICACION,,IVECO,,TURBO DAILY 49/10,1,Privado,Jurídica,LAS HERAS MENDOZA,MENDOZA,No aplica,1900,No aplica,100,50,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2018-07-30,13020,MENDOZA Nº 12,Mendoza,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Física,CAPITAL,MENDOZA,Masculino,1992,ARGENTINA,100,50,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2008-11-18,13026,SAN RAFAEL Nº 3,Mendoza,Importado,2008,2,SEDAN 4 PTAS,136,VOLKSWAGEN,020,BORA 2.0,1,Privado,Física,SAN RAFAEL,MENDOZA,Masculino,1969,ARGENTINA,100,50,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2009-03-27,13028,MENDOZA Nº 16,Mendoza,Protocolo 21,2009,05,SEDAN 5 PUERTAS,044,FIAT,665,PUNTO ELX 1.4,1,Privado,Física,SAN JOSE,MENDOZA,Masculino,2002,ARGENTINA,100,50,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2014-04-01,14014,MONTECARLO,Misiones,Nacional,2014,12,SEDAN 4 PUERTAS,34,PEUGEOT,LE,408 SPORT 163 CV,1,Privado,Física,MONTECARLO,MISIONES,Masculino,1988,ARGENTINA,100,54,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2013-11-08,14014,MONTECARLO,Misiones,Importado,2013,05,SEDAN 5 PUERTAS,058,HYUNDAI,288,I 10 1.2,1,Privado,Física,MONTECARLO,MISIONES,Masculino,1976,ARGENTINA,100,54,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2006-08-31,15002,SAN MARTIN DE LOS ANDES,Neuquén,Nacional,2006,12,SEDAN 4 PTAS,37,RENAULT,RC,CLIO TRI 1.2 AUTENTIQUE F4,1,Privado,Física,SAN MARTIN DE LOS ANDES,NEUQUEN,Femenino,1994,ARGENTINA,100,58,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2011-01-20,15010,PLOTTIER Nº 1,Neuquén,Nacional,2011,17,SEDAN 5 PTAS,37,RENAULT,UG,CLIO 5 PTAS PACK PLUS,1,Privado,Física,PLOTTIER,NEUQUEN,Femenino,2003,ARGENTINA,100,58,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2012-12-19,15013,PLOTTIER Nº 2,Neuquén,Nacional,2012,31,SEMIRREMOLQUE,99,CORMETAL,S2,S-2-14400-CH34J21,1,Privado,Jurídica,SENILLOSA,NEUQUEN,No aplica,2008,No aplica,100,58,
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2024-01-26,15016,CENTENARIO Nº 3,Neuquén,Nacional,2024,17,SEDAN 5 PUERTAS,34,PEUGEOT,TD,208 ACTIVE PK AM24,1,Privado,Física,AÑELO,NEUQUEN,Femenino,1998,ARGENTINA,100,58,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2008-06-19,16006,SAN ANTONIO OESTE,Río Negro,Importado,2008,05,SEDAN 5 PTAS,126,SUBARU,139,IMPREZA 2.0R,1,Privado,Física,SAN ANTONIO ESTE,RIO NEGRO,No identificado,1935,ARGENTINA,100,62,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,1976-02-23,16009,VILLA REGINA,Río Negro,Nacional,1976,12,SEDAN 4 PUERTAS,34,PEUGEOT,03,504/1976,1,Privado,Física,INGENIERO HUERGO,RIO NEGRO,Masculino,1955,ARGENTINA,100,62,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2023-02-22,16012,GENERAL ROCA Nº 2,Río Negro,Nacional,2023,17,SEDAN 5 PUERTAS,34,PEUGEOT,SR,208 ACTIVE PACK 1.6L AM23.5,1,Privado,Física,GENERAL ROCA,RIO NEGRO,Masculino,1963,ARGENTINA,100,62,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2015-01-26,17002,METAN,Salta,Protocolo 21,2014,92,TRACTOR C/CABINA DORMITORIO,120,SCANIA,445,P360 A6X2,1,Privado,Jurídica,SAN JOSE DE METAN,SALTA,No aplica,2005,No aplica,100,66,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2012-08-02,20007,PICO TRUNCADO,Santa Cruz,Protocolo 21,2012,17,CHASIS C/CABINA,136,VOLKSWAGEN,388,9150 E,1,Privado,Jurídica,COLONIA LEANDRO ALEM,SANTA CRUZ,No aplica,2001,No aplica,100,78,
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2014-01-10,21021,SAN JUSTO,Santa Fe,Protocolo 21,2014,04,RURAL 5 PUERTAS,112,RENAULT,974,DUSTER TECH ROAD 1.6 4X2,1,Privado,Física,SAN JUSTO,SANTA FE,No identificado,1965,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2022-03-22,21027,VENADO TUERTO Nº 1,Santa Fe,Nacional,2022,17,SEDAN 5 PUERTAS,34,PEUGEOT,PV,208 FELINE TIPTRONIC 1.6L,1,Privado,Física,VENADO TUERTO,SANTA FE,Masculino,1955,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2022-04-26,21037,SAN GENARO,Santa Fe,Nacional,2022,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,TOTORAS,SANTA FE,Femenino,1967,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2016-03-16,21039,ROSARIO Nº 06,Santa Fe,Protocolo 21,2016,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1984,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2024-10-01,21042,ROSARIO Nº 07,Santa Fe,Importado,2024,04,RURAL 5 PUERTAS,137,VOLVO,873,XC40 B4,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1946,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2016-07-28,21043,ROSARIO Nº 08,Santa Fe,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1978,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2023-06-15,21046,VENADO TUERTO Nº 2,Santa Fe,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,ELORTONDO,SANTA FE,Masculino,1991,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2008-05-26,21053,SAN LORENZO Nº 3,Santa Fe,Nacional,2008,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0D,1,Privado,Física,FRAY LUIS BELTRÁN,SANTA FE,Masculino,1984,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2011-01-26,21053,SAN LORENZO Nº 3,Santa Fe,Importado,2011,10,TODO TERRENO,102,NISSAN,526,X-TRAIL 2.5 6MT ACENTA,1,Privado,Física,ROLDAN,SANTA FE,Femenino,1982,ARGENTINA,90,82,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2024-09-30,21060,VENADO TUERTO Nº 3,Santa Fe,Nacional,2024,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UD,2008 ACTIVE T200 AM24,1,Privado,Física,VENADO TUERTO,SANTA FE,Masculino,1964,ARGENTINA,100,82,200
AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS,2025-08-01,2019-09-03,21063,CASILDA Nº 2,Santa Fe,Nacional,2019,12,SEDAN 4 PUERTAS,34,PEUGEOT,PF,408 ALLURE PACK 1.6 HDI,1,Privado,Física,CASILDA,SANTA FE,Masculino,1949,ARGENTINA,100,82,200
AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.,2025-08-01,2005-05-26,21070,ROSARIO Nº 18,Santa Fe,Protocolo 21,2005,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,SOLDINI,SANTA FE,Masculino,1992,ARGENTINA,100,82,200
